[PAYEMS | 1/127 | month_open] 2016-01 as of 2016-01-01
       PAYEMS             month_end         Labour 12-Month Mean           120 2058.146  467.956  -10.340     73.083        895.433      20696.000                 0.867              0.800                    5.700
       PAYEMS             month_end          Labour Factor Ridge           120 2058.997  511.139 -159.651    138.460        570.377      18925.647                 0.850              0.750                    5.700
       PAYEMS             month_end Labour Equal-Weight Ensemble           120 2783.419  576.598  135.232    114.855        456.010      22227.813                 0.900              0.675                    5.700
       PAYEMS             month_end                 Labour AR(1)           120 7187.115 1017.348  615.837    113.553        507.850      75795.437                 0.917              0.775                    5.700
       PAYEMS            month_open         Labour 12-Month Mean           119 2038.544  481.775  -11.810     73.083       1067.817      20678.083                 0.866              0.782                   35.134
       PAYEMS            month_open          Labour Bridge Ridge           119 2206.090  572.291   -3.061    103.402        569.387      18577.146                 0.874              0.605                   35.134
       PAYEMS            month_open          Labour Factor Ridge           119 2317.163  546.537  -73.519    118.062        547.697      20324.163                 0.899              0.731                   35.134
       PAYEMS            month_open Labour Equal-Weight Ensemble           119 2986.179  648.642  180.869     95.507        474.886      22955.849                 0.908              0.697                   35.134
       PAYEMS            month_open                 Labour AR(1)           119 6962.601 1018.273  619.186     98.014        529.242      72758.437                 0.916              0.798                   35.134
       PAYEMS pre_employment_report          Labour Bridge Ridge           120 1964.724  510.769  -47.583    140.157        672.687      18405.242                 0.867              0.558                    1.000
       PAYEMS pre_employment_report          Labour Factor Ridge           120 2054.013  507.022 -161.814    137.033        543.626      18870.582                 0.875              0.758                    1.000
       PAYEMS pre_employment_report         Labour 12-Month Mean           120 2058.053  467.328   -8.319     75.833        895.433      20696.000                 0.867              0.817                    1.000
       PAYEMS pre_employment_report Labour Equal-Weight Ensemble           120 2780.545  572.098  135.443    105.757        458.469      22227.813                 0.908              0.683                    1.000
       PAYEMS pre_employment_report                 Labour AR(1)           120 7187.116 1017.355  615.724    113.360        507.850      75795.437                 0.917              0.775                    1.000
       UNRATE          after_week_1 Labour Equal-Weight Ensemble           118    1.412    0.435    0.233      0.168          0.472         11.690                 0.483              0.602                   28.788
       UNRATE          after_week_1          Labour Bridge Ridge           118    1.571    0.480    0.224      0.196          0.448         10.961                 0.500              0.458                   28.788
       UNRATE          after_week_1                 Labour AR(1)           118    1.649    0.550   -0.026      0.173          0.939         11.206                 0.339              0.636                   28.788
       UNRATE          after_week_1         Labour 12-Month Mean           118    1.803    0.797   -0.029      0.254          2.065         11.092                 0.322              0.797                   28.788
       UNRATE          after_week_1          Labour Factor Ridge           118    1.814    0.735    0.500      0.389          0.881         12.903                 0.483              0.415                   28.788
       UNRATE          after_week_2 Labour Equal-Weight Ensemble           119    1.136    0.359    0.174      0.185          0.433         11.175                 0.471              0.605                   21.790
       UNRATE          after_week_2          Labour Bridge Ridge           119    1.300    0.425    0.132      0.182          0.445          9.759                 0.479              0.504                   21.790
       UNRATE          after_week_2          Labour Factor Ridge           119    1.335    0.593    0.440      0.415          0.883         12.560                 0.471              0.403                   21.790
       UNRATE          after_week_2                 Labour AR(1)           119    1.485    0.463   -0.050      0.173          0.693         11.206                 0.345              0.681                   21.790
       UNRATE          after_week_2         Labour 12-Month Mean           119    1.738    0.759   -0.033      0.250          1.822         11.092                 0.353              0.790                   21.790
       UNRATE             month_end Labour Equal-Weight Ensemble           119    1.080    0.347    0.170      0.187          0.442         10.755                 0.487              0.622                    5.361
       UNRATE             month_end          Labour Bridge Ridge           119    1.200    0.393    0.115      0.176          0.399          8.375                 0.504              0.529                    5.361
       UNRATE             month_end          Labour Factor Ridge           119    1.377    0.596    0.454      0.374          0.876         12.685                 0.471              0.437                    5.361
       UNRATE             month_end                 Labour AR(1)           119    1.436    0.456   -0.058      0.172          0.693         11.206                 0.345              0.672                    5.361
       UNRATE             month_end         Labour 12-Month Mean           119    1.733    0.753   -0.029      0.250          1.822         11.092                 0.353              0.790                    5.361
       UNRATE            month_open                 Labour AR(1)           118    1.692    0.593   -0.056      0.191          0.939         11.105                 0.390              0.636                   34.788
       UNRATE            month_open Labour Equal-Weight Ensemble           118    1.757    0.519    0.139      0.214          0.533         12.074                 0.525              0.559                   34.788
       UNRATE            month_open         Labour 12-Month Mean           118    1.831    0.823   -0.031      0.275          2.103         11.067                 0.373              0.797                   34.788
       UNRATE            month_open          Labour Factor Ridge           118    2.380    0.814    0.380      0.452          0.873         18.879                 0.517              0.381                   34.788
       UNRATE            month_open          Labour Bridge Ridge           118    2.437    0.591    0.095      0.203          0.478         22.460                 0.559              0.466                   34.788
       UNRATE pre_employment_report Labour Equal-Weight Ensemble           119    1.073    0.339    0.169      0.183          0.440         10.700                 0.504              0.664                    1.000
       UNRATE pre_employment_report          Labour Bridge Ridge           119    1.182    0.381    0.109      0.164          0.391          8.154                 0.504              0.563                    1.000
       UNRATE pre_employment_report          Labour Factor Ridge           119    1.385    0.596    0.455      0.362          0.874         12.741                 0.487              0.454                    1.000
       UNRATE pre_employment_report                 Labour AR(1)           119    1.433    0.446   -0.058      0.173          0.677         11.206                 0.328              0.723                    1.000
       UNRATE pre_employment_report         Labour 12-Month Mean           119    1.725    0.736   -0.020      0.242          1.733         11.092                 0.353              0.798                    1.000

First hard issues
[
  {
    "target_series": "UNRATE",
    "target_period": "2025-10",
    "kind": "missing_release",
    "message": "No initial-release date is stored for UNRATE 2025-10."
  }
]
